http://www.axs.com/events/348868/mgmt-tickets,MAR,26,MON,MGMT,"Brooklyn Steel,",Brooklyn NY,"Brooklyn, NY - 8:00 PM",Price: $45.00
http://www.axs.com/events/346097/rob-bell-tickets,MAR,26,MON,Rob Bell,"Music Hall of Williamsburg,",Brooklyn NY,"Brooklyn, NY - 8:30 PM",Price: $35.00 - $60.00
http://www.axs.com/events/347896/dead-meadow-tickets,MAR,26,MON,Dead Meadow,"Rough Trade NYC,",Brooklyn NY,"Brooklyn, NY - 8:30 PM",Price: $18.00
http://www.axs.com/events/345171/dan-auerbach-the-easy-eye-sound-revue-featuring-robert-finley-shannon-tickets,MAR,27,TUE,"Dan Auerbach & The Easy Eye Sound Revue featuring Robert Finley, Shannon Shaw","Brooklyn Steel,",Brooklyn NY,"Brooklyn, NY - 8:00 PM",Price: $45.00
http://www.axs.com/events/344133/the-strypes-tickets,MAR,27,TUE,The Strypes,"Rough Trade NYC,",Brooklyn NY,"Brooklyn, NY - 9:00 PM",Price: $15.00
http://www.axs.com/events/345955/marlon-williams-tickets,MAR,27,TUE,Marlon Williams,"Music Hall of Williamsburg,",Brooklyn NY,"Brooklyn, NY - 9:00 PM",Price: $18.00
http://www.axs.com/events/346268/darlingside-tickets,MAR,28,WED,Darlingside,"Rough Trade NYC,",Brooklyn NY,"Brooklyn, NY - 7:00 PM",Price: $16.00
http://www.axs.com/events/346152/billy-joel-in-concert-tickets,MAR,28,WED,Billy Joel - In Concert,"Madison Square Garden,",New York City NY,"New York City, NY - 8:00 PM",
http://www.axs.com/events/346765/dan-auerbach-and-the-easy-eye-sound-revue-featuring-robert-finley-and-tickets,MAR,28,WED,Dan Auerbach and The Easy Eye Sound Revue featuring Robert Finley and Shannon Shaw,"The Capitol Theatre,",Port Chester NY,"Port Chester, NY - 8:00 PM",Price: $39.50 - $55.00
http://www.axs.com/events/349385/albert-hammond-jr-tickets,MAR,28,WED,Albert Hammond Jr,"Brooklyn Steel,",Brooklyn NY,"Brooklyn, NY - 8:30 PM",Price: $20.00
